release_year,acousticness,danceability,energy,valence,speechiness,instrumentalness
2006,0.30609261670894755,0.5911914638327048,0.6582046451834076,0.5653642555136555,0.08099013826991201,0.05007841846303279
2007,0.3102540075610034,0.5906108893956671,0.65824419327252,0.5575755803876853,0.08066108323831243,0.052330138990877996
2008,0.31143235977866995,0.589765873996294,0.6607789812023883,0.5676340961498868,0.07780808112003294,0.05630992744080709
2009,0.3078526036599604,0.5939536120087563,0.6636646286458876,0.5586468685499844,0.0850893880954863,0.058635404425101637
2010,0.30521958100135455,0.5980775659060122,0.651993475544441,0.5531518818380744,0.0782887881629676,0.05711091354589976
2011,0.30403254513675304,0.5882430281762824,0.6584195078955517,0.5408134193415213,0.07839075239962845,0.07500877477139023
2012,0.27849941241995074,0.5919740147783251,0.6753453920258621,0.5388953858784894,0.07988668924466338,0.08854932027606732
2013,0.27293760742919393,0.5910192384200057,0.677662807521076,0.5163033996400492,0.08248841526948944,0.1138944814331723
2014,0.28685187889975117,0.5988878865979381,0.6697733570654106,0.5279076626377533,0.08337476892996801,0.09489109908638464
2015,0.3003047799990558,0.5957923803229156,0.6460786407799074,0.5086672580492871,0.08505499952790105,0.10174541899537343
2016,0.28066873096724715,0.6041403681313724,0.6594370378507625,0.4949543363710187,0.09510230082107733,0.08658524279617433
2017,0.27854671498533723,0.624972181211447,0.6597300142178177,0.4939654941854586,0.10051705935888361,0.08922785000808979
2018,0.2784463947759693,0.6345097476225311,0.6522020264356254,0.4832510205742501,0.1082122531089978,0.09839807736832479
2019,0.293901519377677,0.6497241034685479,0.6370655286386159,0.4942116603678508,0.11116824556983287,0.08142802084320148
2020,0.2717496021137978,0.6571294754968788,0.6396687736672169,0.5017124524646625,0.11227856066585348,0.11308897478653943
